Feature 1 (Discrete),Feature 2 (Discrete),Feature 3 (Discrete),Feature 4 (Discrete),Feature 5 (Discrete),Feature 6 (Discrete),Feature 7 (Discrete),Feature 8 (Discrete),Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Feature 15,Feature 16,Feature 17,Feature 18,Feature 19 (Discrete),Feature 20 (Discrete),Feature 21 (Discrete),Feature 22 (Discrete),Feature 23 (Discrete),Feature 24,Target Variable (Discrete)
1193,3,308,2,2,0,1,3,0.005,406.2,419.1,0.00095805,51.652,92.813,50.2,,,,271,1,15,140,1198,40314.5,2
1152,0,289,2,1,0,1,3,0.005,494.1,800.3,0.02180005,64.783,97.674,2.5,,,,263,1,1,10,1157,40974.4,15
832,3,3,2,2,1,1,1,3.943,35765.2,35809.3,0.00052203,0.354,1436.131,4536.4,,8000.001,10.05,21,1,1,126,832,23712.2,1
415,3,131,2,1,1,1,1,-122.896,35775.1,35796.3,0.00024905,0.053,1436.074,1760.1,800.3,,15.03,12,1,0,12,415,27715.3,1
237,8,61,27,1,0,4,0,0.002,636.5,663.2,0.00192001,98.005,97.712,447.3,,,10.02,56,26,9,16,237,40715.4,0
1323,3,367,2,2,1,1,1,0.001,35783.3,35790.5,8.31E-05,0.003,1436.103,5900.1,3450.1,13000.001,,302,1,1,10,1328,32258.3,1
108,16,17,17,1,1,1,1,28.204,35781.1,35793.3,0.00014202,0.113,1436.123,6052.4,,13000.002,15.05,10,2,3,20,108,39285.2,1
770,7,40,5,2,0,6,4,0.001,497.1,501.5,0.00029103,74.735,94.603,1150.4,,,,63,6,3,56,770,39194.2,0
743,15,184,16,1,1,1,1,124.005,35780.2,35791.5,0.00013003,0.055,1436.034,4500.2,,,15.04,20,1,0,19,743,38331.4,1
687,3,179,2,11,0,1,4,0.002,776.5,779.5,0.00021003,86.404,100.403,689.3,556.4,1400.001,8.05,152,1,4,111,687,25108.1,1
1298,0,355,43,1,1,1,1,50.002,35787.3,35805.2,0.00021304,0.034,1436.575,5000.4,,,15.03,273,15,3,5,1303,40984.4,1
1252,0,22,10,1,1,1,1,-37.049,35774.2,35801.2,0.00032004,0.044,1436.131,4010.2,,,15.05,1,1,13,27,1257,34111.1,1
845,3,221,2,6,0,1,0,0.003,461.3,478.3,0.00124004,97.471,94.901,587.2,,575.002,3.05,196,1,4,127,845,26102.3,2
438,0,32,15,1,2,1,3,0.001,23214.4,23233.4,0.00032101,55.345,844.761,700.2,,1420.005,12.02,10,33,0,26,438,38857.5,6
1279,12,120,14,3,1,1,1,176.721,37778.4,37794.1,0.00018101,1.005,1436.101,2250.4,,,,104,12,2,41,1284,37737.5,1
1329,3,367,2,2,1,1,1,0.001,36000.2,36000.4,3.00E-08,0.001,1436.003,5990.3,3450.5,13000.004,,2,1,1,67,1334,40746.2,1
673,3,179,2,11,0,1,4,0.005,776.2,779.4,0.00021005,86.403,100.403,689.4,556.2,1400.001,8.02,152,1,3,24,673,24949.1,1
698,3,179,2,11,0,1,4,0.001,776.1,780.3,0.00028002,86.403,100.401,689.1,556.3,1400.002,8.03,152,1,4,111,698,25275.5,1
1137,12,120,14,3,0,1,0,0.002,578.1,603.1,0.00180002,97.603,96.503,,,,3.05,259,12,10,51,1142,33409.4,5
867,3,225,2,5,2,1,3,0.003,19963.1,20327.3,0.00686004,55.105,716.472,2217.4,980.1,1136.001,10.03,3,1,1,47,867,28129.5,6
254,3,92,2,1,0,4,0,0.002,607.2,625.4,0.00129001,97.993,97.022,4.1,,,,82,1,5,11,254,40040.2,0
750,0,185,14,1,0,4,0,0.001,638.3,662.3,0.00171003,98.052,97.733,400.5,,,,156,12,11,53,750,40961.2,0
500,4,145,2,1,0,1,3,0.002,1413.3,1414.4,6.42E-05,51.982,114.085,700.4,,1700.001,15.04,30,14,3,93,500,39077.1,1
946,3,245,2,1,0,1,3,0.005,788.5,795.4,0.00048904,45.004,100.705,45.3,22.4,160.001,5.03,12,1,18,14,946,25420.4,1
794,0,185,14,1,0,14,0,0.004,639.4,663.4,0.00171003,98.043,97.744,95.2,,,,156,12,11,53,794,40960.1,0
912,0,236,14,2,0,1,0,0.001,516.3,536.4,0.00145003,97.475,95.241,0.2,,,,205,12,10,63,912,40900.2,15
519,7,40,5,5,2,1,3,0.005,19128.1,19135.4,0.00013704,64.773,675.812,1415.2,,1000.005,7.05,101,6,3,20,519,36401.1,6
141,12,42,14,7,1,1,1,84.705,35774.3,35797.1,0.00027303,1.833,1436.053,2200.4,,,,44,12,2,31,141,36590.5,6
435,0,32,15,1,2,1,3,0.005,23551.5,23568.5,0.00028401,54.954,858.341,723.4,,,12.03,117,32,0,90,435,41174.4,6
869,3,225,2,5,2,1,3,0.004,20072.5,20292.5,0.00414003,55.372,717.962,2217.1,980.5,1136.005,10.03,3,1,1,47,869,28361.5,6
769,2,71,28,11,0,6,0,0.002,535.5,552.1,0.00123004,97.603,95.501,1400.2,,1400.004,5.03,165,24,5,11,769,39227.4,0
183,0,64,14,4,1,1,1,,35787.1,35801.4,0.00016603,0.505,1436.103,5200.1,,,15.04,31,12,2,32,183,41021.3,1
517,7,40,5,5,2,1,3,0.004,18864.2,19130.4,0.00524001,64.781,670.475,1415.5,,1000.001,7.01,101,6,3,20,517,36112.2,6
614,20,58,18,3,1,8,1,93.535,35780.5,35793.3,0.00015401,0.001,1436.103,2950.3,1348.3,3100.004,12.04,145,18,0,12,614,27714.2,0
1401,12,385,14,0,0,1,0,0.005,620.3,653.2,0.00235005,97.902,97.504,4.3,,,,317,12,11,53,1406,37167.2,5
1061,7,40,5,2,0,1,4,0.004,1497.5,1506.5,0.00057201,82.504,116.015,280.2,,300.001,5.02,238,6,7,59,1061,40920.4,1
568,12,156,14,3,0,8,0,0.004,965.5,967.1,0.00013603,99.403,104.401,1500.1,,,3.02,31,12,10,51,568,37781.4,0
1230,3,320,72,8,0,1,3,0.002,571.5,590.4,0.00137001,20.601,96.302,1463.1,,1040.002,7.04,280,1,1,143,1235,28485.3,5
990,0,249,2,0,0,1,3,0.001,356.5,700.2,0.02490004,55.005,95.194,5.1,,,,215,1,1,10,990,40654.5,2
545,7,149,5,4,0,1,4,0.005,1171.2,1504.4,0.02160001,82.405,116.001,280.5,,120.004,43958.02,130,6,7,59,545,40554.5,1
638,0,175,2,1,1,1,1,-49.997,35785.3,35788.5,3.56E-05,0.094,1436.115,6500.2,,,15.03,2,1,0,12,638,41308.1,1
639,0,175,2,1,1,1,1,-94.998,35776.5,35793.4,0.00020204,0.034,1435.974,6220.1,,,15.04,1,1,0,19,639,40271.2,1
572,3,159,2,8,0,1,3,0.003,535.2,551.5,0.00116003,38.002,95.502,293.2,,414.001,3.04,64,1,1,103,572,27370.1,5
778,3,196,2,3,0,3,0,0.004,702.3,703.2,7.07E-05,98.204,98.801,2744.5,2200.4,1500.004,15.02,21,1,4,47,778,25682.2,0
379,7,117,5,1,1,1,1,103.001,35777.2,35795.3,0.00021305,0.093,1436.104,2600.3,,4200.001,12.03,98,29,3,24,379,28707.4,1
1174,3,2,2,2,3,1,7,0.003,1200.2,11600.2,0.40700002,63.401,240.001,,,,,143,1,4,8,1179,23893.4,1
184,12,64,14,4,1,1,1,115.584,35777.4,35797.3,0.00023704,0.053,1436.103,4600.1,,9500.004,15.01,30,11,2,32,184,31800.2,1
309,7,97,5,1,0,0,0,0.001,626.3,636.3,0.00071405,98.405,97.332,27.1,,,,86,6,3,17,309,40071.3,1
198,5,72,3,2,1,1,1,63.001,35773.2,35799.2,0.00030802,0.054,1436.103,2440.4,,3500.002,15.01,30,11,0,12,198,35943.3,1
579,12,163,14,3,0,4,0,0.005,628.1,665.1,0.00264005,97.801,97.703,470.4,,,3.01,136,12,10,54,579,33320.1,0
1394,0,382,14,3,0,2,3,0.003,1017.2,1164.3,0.00985004,63.404,107.102,,,,,104,12,11,85,1399,36414.5,0
262,0,92,2,1,0,4,3,0.005,396.1,402.1,0.00044303,51.604,92.541,4.5,,,,82,1,15,68,262,40726.2,0
873,3,225,2,5,2,1,3,0.004,20133.4,20234.2,0.00190001,54.905,718.033,2217.3,980.3,1136.002,10.01,3,1,1,47,873,26360.5,6
1083,38,274,66,1,0,1,0,0.005,650.4,736.4,0.00609002,97.805,98.605,12.3,,,,245,55,3,11,1083,31119.4,1
922,8,239,27,1,2,1,2,0.001,7827.3,7844.5,0.00059803,0.125,281.083,650.4,,1500.003,,30,2,0,128,922,40081.2,1
1134,12,120,14,3,0,1,0,0.004,591.5,594.4,0.00021505,97.704,96.505,,,,,136,12,10,51,1139,29505.5,5
967,3,245,2,1,0,1,3,0.003,769.4,777.3,0.00056005,45.003,100.303,45.4,22.1,160.005,5.04,12,1,18,103,967,25116.4,1
532,7,40,5,5,2,1,3,0.002,19114.3,19146.1,0.00062702,64.771,675.732,1415.5,,1000.003,7.04,101,6,7,96,532,40001.4,6
220,0,83,14,3,0,1,0,0.004,488.2,505.4,0.00124002,97.301,94.541,1850.1,,,3.04,73,12,11,53,220,41173.3,5
894,11,22,10,1,1,1,1,-91.247,35779.5,35793.4,0.00016603,0.011,1436.083,3600.3,1700.5,8600.003,12.03,3,1,3,5,894,27632.5,1
844,3,220,55,1,1,1,1,-101.207,35776.1,35796.1,0.00023705,4.023,1436.092,2850.5,1330.1,3300.005,10.01,195,1,1,21,844,23553.1,1
398,3,122,2,3,0,1,3,0.002,537.1,556.5,0.00137001,25.602,95.602,4303.2,,,,107,1,1,47,398,33053.4,5
389,3,119,2,0,0,1,4,0.002,627.3,654.4,0.00193001,71.975,97.543,55.1,,,,103,1,17,84,389,37227.5,2
1182,0,299,2,2,0,1,3,0.001,496.4,801.4,0.02170002,64.784,97.694,5.5,,,,268,1,1,10,1187,40972.5,2
814,3,210,2,2,1,2,1,0.002,35500.3,35500.5,1.00E-08,7.001,1436.002,3900.3,,,,182,1,1,10,814,39652.5,0
159,10,49,23,1,1,1,1,-74.956,35769.5,35803.1,0.00040304,0.043,1436.075,1780.2,1050.1,1800.005,12.03,2,1,0,23,159,25152.3,1
47,3,18,2,1,1,1,1,-84.976,35780.2,35793.5,0.00015402,0.023,1436.105,4312.5,,,15.03,20,1,1,10,47,28472.4,1
609,8,172,27,1,1,1,1,-52.756,35773.4,35800.4,0.00032003,2.333,1436.115,5458.5,,13000.003,15.01,10,16,13,64,609,28899.2,1
1379,0,382,14,2,0,1,0,0.003,492.3,513.1,0.00153005,97.331,94.671,,,,,313,12,10,54,1384,40305.4,0
790,0,199,2,1,0,13,2,0.004,634.5,650.3,0.00114002,6.014,97.563,10.4,,,,172,1,6,39,790,40934.3,0
1113,3,283,2,1,1,1,1,-86.997,35778.1,35798.2,0.00023705,0.014,1436.191,3200.4,,5000.003,16.55,12,1,0,19,1118,37809.3,1
166,15,53,16,1,1,1,1,110.001,33066.1,35725.5,0.03260003,0.071,1365.611,2060.3,975.5,,15.05,20,1,0,19,166,37207.3,1
1046,7,40,5,2,0,1,4,0.003,1478.5,1510.1,0.00203003,82.505,115.805,280.4,,300.001,5.03,177,6,7,59,1046,32956.4,1
1189,3,87,2,1,1,1,1,-102.865,35785.1,35787.4,2.37E-05,0.053,1436.104,5993.4,3691.2,12300.001,12.62,2,1,13,64,1194,28644.1,1
1076,0,273,18,0,0,1,0,0.004,501.2,517.2,0.00116003,97.501,94.801,2.3,,,,39,18,6,45,1076,41600.2,8
681,3,179,2,11,0,1,4,0.001,776.1,779.3,0.00021004,86.404,100.404,689.5,556.1,1400.004,8.05,152,1,4,111,681,25040.4,1
1385,0,382,14,2,0,4,0,0.003,1201.2,1213.5,0.00079203,100.504,109.401,,,,,104,12,10,85,1390,40878.4,0
951,3,245,2,1,0,1,3,0.005,788.2,795.2,0.00048902,45.004,100.703,45.5,22.4,160.005,5.03,12,1,18,14,951,25415.3,1
623,3,174,2,1,1,1,1,-43.056,35778.1,35795.1,0.00020205,0.032,1436.101,2491.3,,,15.05,12,1,0,12,623,32253.2,1
3,1,1,1,1,1,1,1,146.065,35769.4,35802.4,0.00039104,0.055,1436.074,3775.4,1800.4,9000.003,15.04,1,1,2,3,3,24901.5,1
882,3,225,2,5,2,1,3,0.001,20149.1,20213.3,0.00121005,54.803,717.931,2217.3,980.5,1136.001,10.03,21,1,1,47,882,32260.4,6
351,4,112,1,1,1,1,1,33.003,35788.2,35794.1,7.12E-05,0.072,1436.102,2950.1,1375.5,5900.001,12.03,22,2,0,12,351,26719.4,1
1093,3,277,2,2,0,2,3,0.003,1014.1,1201.3,0.01250001,63.403,107.403,5000.5,,,,3,1,4,10,1096,37391.3,0
1050,7,40,5,2,0,1,4,0.001,1484.4,1505.5,0.00134004,82.503,115.905,225.4,,,3.05,24,6,7,59,1050,37154.1,1
1305,3,125,2,2,1,1,1,172.281,35772.3,35794.3,0.00026101,5.242,1435.943,3206.2,1545.5,3800.001,4.03,2,1,1,153,1310,25258.5,1
1251,26,331,24,1,1,1,1,118.025,35781.4,35793.2,0.00014204,0.042,1436.102,1930.3,899.1,,15.02,12,1,0,19,1256,28902.1,1
1184,0,301,2,2,0,1,4,0.004,443.2,886.2,0.03150005,120.303,98.003,,,,,203,1,4,10,1189,39468.5,1
456,15,82,41,3,0,3,0,0.001,701.2,704.1,0.00021201,98.205,98.801,1900.2,,4.055,5.04,124,15,12,91,456,38337.3,0
536,3,147,2,0,1,1,1,-101.437,35772.5,35800.2,0.00033204,14.301,1436.085,627.1,,,7.05,126,1,1,97,536,10953.3,1
791,0,200,14,0,0,1,0,0.004,520.1,541.4,0.00152002,97.473,95.242,11.3,,,,166,12,10,63,791,40908.1,2
594,15,171,16,3,0,4,0,0.005,588.5,591.4,0.00021605,97.694,96.472,1600.2,,,5.03,142,15,12,69,594,37813.4,0
65,11,22,10,1,1,1,1,-118.685,35778.1,35794.2,0.00019003,0.013,1436.102,4715.4,,17500.002,15.04,10,7,3,20,65,31102.1,1
186,12,65,14,3,0,5,0,0.003,785.1,804.5,0.00133001,98.505,98.503,101.5,,,,58,12,11,53,186,33434.3,0
588,3,168,47,3,0,1,3,0.002,555.3,559.2,0.00028901,28.501,95.802,11110.5,,2400.002,10.04,139,39,1,106,588,20580.3,5
460,3,145,2,1,0,1,3,0.005,1412.3,1416.4,0.00025702,52.004,114.102,450.3,350.3,1500.001,10.05,1,1,1,61,460,25872.1,1
1204,10,49,23,1,1,1,1,-74.999,35791.2,35848.2,0.00067605,0.025,1437.783,3225.4,1402.5,,15.03,12,1,0,19,1209,38991.1,1
1202,10,49,23,1,1,1,1,-64.979,35703.5,35778.5,0.00089104,0.032,1436.003,4100.5,1750.3,10500.001,15.01,30,2,0,12,1207,32293.1,1
788,0,199,2,1,0,13,2,0.005,635.2,649.5,0.00099805,6.011,97.573,10.4,,,,172,1,6,39,788,40935.5,0
272,0,92,2,1,0,4,3,0.003,396.2,408.3,0.00088602,51.645,92.603,4.3,,,,82,1,15,68,272,40956.3,0
953,3,245,2,1,0,1,3,,810.2,822.2,0.00083502,45.002,101.215,45.2,22.2,160.002,5.01,12,1,18,103,953,25475.4,1
200,0,72,29,2,0,6,4,0.001,499.5,501.1,0.00014602,74.752,94.625,,,,,63,6,3,56,200,40353.4,0
311,3,99,2,1,1,1,1,-110.068,35780.4,35792.4,0.00014202,0.063,1436.005,4333.1,,10000.004,15.02,20,1,14,64,311,28935.3,1
981,0,245,2,1,0,1,3,0.001,614.4,654.2,0.00286004,47.003,97.404,172.3,,400.001,5.04,213,1,1,2,981,41189.3,1
28,3,7,2,1,1,1,1,20.972,35770.2,35802.4,0.00038005,0.031,1436.093,2704.2,1530.4,5500.003,15.02,11,2,0,13,28,25515.1,1
1194,4,309,35,2,3,10,1,0.004,240.1,31342.5,0.70200001,2.005,547.002,117.3,,,,10,2,0,19,1199,33751.2,2
164,0,52,1,3,0,1,0,0.002,610.4,633.5,0.00164005,98.021,97.104,10.4,,,2.05,51,22,10,46,164,40119.3,5
581,12,164,14,3,0,6,0,0.002,420.1,438.3,0.00132005,97.335,94.532,890.3,,,3.04,136,12,10,54,581,38997.5,0
563,0,153,18,11,1,1,1,83.003,35775.5,35775.5,4.00E-08,0.004,1436.101,2110.3,980.4,3100.003,44086.05,39,18,6,100,563,40880.4,1
874,3,225,2,5,2,1,3,0.005,20184.2,20427.3,0.00455004,55.001,722.981,2217.3,980.1,1136.001,10.01,3,1,1,47,874,26407.5,6
97,16,17,17,1,1,1,1,19.225,35778.3,35797.4,0.00022501,0.032,1436.154,3010.5,1800.1,4400.005,15.05,29,1,3,24,97,23842.3,1
1231,0,321,73,0,0,1,0,0.004,710.4,720.3,0.00070605,98.305,99.104,1.5,,,0.78,281,57,6,16,1236,35932.1,2
1412,12,386,14,3,0,4,0,0.004,763.4,773.2,0.00070001,98.562,100.205,1500.4,,,,31,12,10,51,1417,38038.4,0
130,12,42,14,7,2,1,3,0.005,21452.4,21603.3,0.00271002,55.102,773.213,2200.4,,,8.02,44,12,2,32,130,38251.5,6
836,7,218,5,3,0,3,0,0.004,805.5,821.1,0.00111005,98.905,101.205,110.3,,220.003,3.04,191,6,3,26,836,38711.5,0
637,15,175,2,1,1,1,1,50.003,35779.1,35794.4,0.00017802,0.023,1436.104,3124.5,1841.1,5200.002,12.02,2,1,1,22,637,24732.2,1
402,0,2,2,2,0,6,3,0.004,1086.5,1087.2,6.71E-05,123.003,106.705,,,,,108,1,4,67,402,41334.1,0
1311,3,360,2,3,3,3,1,0.003,595.2,30657.5,0.68300005,10.042,541.404,666.3,,,,299,1,1,10,1316,38753.1,0
367,0,112,1,1,1,1,1,9.001,35780.2,35792.5,0.00014203,0.081,1436.064,5200.2,,,15.04,38,7,3,5,367,41310.3,1
96,16,17,17,1,1,1,1,-67.599,35776.4,35795.4,0.00022504,1.152,1436.085,2924.2,1700.5,3300.004,15.01,29,1,0,37,96,23331.2,1
352,4,112,1,1,1,1,1,36.091,35766.2,35806.2,0.00047405,0.072,1436.082,3190.1,1380.5,6000.004,12.02,22,2,1,81,352,26369.4,1
489,4,145,2,1,0,1,3,0.001,1413.3,1414.3,6.42E-05,52.003,114.101,700.1,,1700.003,15.03,30,14,3,0,489,37739.3,1
1313,0,361,20,0,0,1,2,0.001,537.5,550.5,0.00094001,14.983,95.481,13.1,,,,300,19,6,40,1318,41171.4,2
1293,0,352,16,0,0,3,0,0.005,505.2,569.3,0.00463004,97.475,95.383,49.5,,,,294,15,5,11,1298,40302.3,0
224,0,86,32,0,0,1,0,0.005,598.1,616.5,0.00129001,97.803,96.802,7.3,,,,76,25,6,50,224,32789.5,2
802,7,204,5,3,1,1,1,95.002,35767.1,35802.1,0.00041502,4.763,1435.992,1148.3,950.3,2200.003,10.03,178,6,3,20,802,39727.1,1
303,3,94,2,2,1,10,1,-36.248,35897.3,35909.5,0.00014204,4.083,142.081,2380.3,,1485.001,44021.05,83,1,1,70,303,26356.1,0
824,31,213,1,8,1,9,1,-0.019,35775.5,35795.4,0.00023705,0.292,1436.002,2000.4,1000.2,700.004,12.05,187,11,0,25,824,28912.1,0
1008,3,254,2,2,0,1,3,0.001,432.4,444.4,0.00088105,40.514,94.683,,,,,223,1,18,86,1008,39406.2,2
663,12,179,2,11,0,1,4,0.002,708.2,711.1,0.00021204,86.501,99.005,689.1,556.3,1400.002,8.04,152,1,10,54,663,25777.4,1
1089,3,3,2,2,1,10,1,,35770.3,35790.5,0.00023704,6.453,1436.111,4500.3,,,12.01,7,1,1,10,1089,39120.4,0
1180,14,300,15,3,0,3,0,0.003,759.3,760.2,7.02E-05,98.404,100.003,658.1,630.1,1065.005,3.01,30,2,7,133,1185,36036.3,0
1012,0,233,2,2,0,1,3,0.001,493.1,800.5,0.02190002,64.785,97.653,1.3,,,,224,1,1,10,1012,40973.3,5
987,26,248,24,1,1,1,1,112.992,35784.3,35789.5,5.93E-05,0.054,1436.132,3014.5,1740.2,3700.001,15.01,2,1,0,13,987,23864.5,1
1368,0,382,14,2,0,2,3,0.002,1032.3,1081.2,0.00330002,63.385,106.335,,,,,104,12,11,85,1373,39013.5,0
1324,3,367,2,2,1,1,1,60.003,35786.5,35787.2,1.19E-05,0.032,1436.121,5987.2,3450.4,13000.001,,2,1,1,10,1329,34713.3,1
110,0,17,17,1,1,1,1,28.201,35785.3,35789.4,4.74E-05,0.091,1436.114,6000.3,,13000.004,15.02,38,17,3,38,110,40364.3,1
1044,7,40,5,2,0,1,4,0.003,1480.3,1511.1,0.00197001,82.504,115.904,280.2,,300.005,5.04,177,6,7,59,1044,32954.1,1
21,0,5,2,1,0,1,3,0.001,500.1,802.1,0.02150004,64.781,97.743,2.5,,,,9,1,4,10,21,40965.3,2
170,7,57,5,3,0,4,0,0.003,501.3,505.3,0.00029103,97.501,94.705,400.4,110.2,300.002,5.05,54,6,3,26,170,38707.5,0
1139,12,120,14,3,0,1,0,0.004,586.5,602.3,0.00115002,97.701,96.605,,,,,136,12,10,51,1144,37180.1,0
344,4,112,1,1,1,1,1,-12.427,35768.4,35805.1,0.00043905,0.113,1436.102,2700.2,1550.1,5100.002,15.03,36,14,0,25,344,27508.5,1
1126,0,120,14,3,0,1,0,0.004,687.2,705.4,0.00127001,98.125,98.695,,,,,104,12,11,54,1131,40261.1,2
72,3,25,13,1,0,0,0,0.003,604.1,674.5,0.00499001,98.105,97.504,12.3,12.3,,,28,1,3,11,72,35684.4,4
1155,3,291,2,1,3,1,7,0.004,23783.5,47100.1,0.27900002,63.303,1418.501,3727.5,1570.4,,15.05,1,1,3,24,1160,26390.4,1
449,0,140,2,3,0,1,3,0.002,356.5,700.4,0.02490001,55.002,95.001,10.2,,,,120,1,1,10,449,40657.2,2
215,13,79,12,0,0,1,0,0.001,630.1,653.3,0.00164001,98.051,97.551,2.2,,,,69,10,11,62,215,39153.5,2
388,3,118,2,9,0,1,3,0.003,538.2,540.4,0.00014502,35.404,95.402,46.5,,,,102,1,1,10,388,30776.1,2
1246,3,180,2,3,1,1,1,-62.429,35768.4,35809.3,0.00048603,0.021,1436.113,3180.4,1600.3,2300.005,11.02,2,1,1,21,1251,27389.3,1
697,3,179,2,11,0,1,4,0.004,776.2,779.2,0.00021001,86.404,100.402,689.5,556.3,1400.005,8.01,152,1,4,111,697,25274.5,1
105,16,17,17,1,1,1,1,31.333,35772.3,35801.4,0.00034403,0.073,1436.112,3315.1,1400.3,7800.005,14.01,19,16,0,25,105,26494.4,1
1288,0,349,73,0,0,1,0,0.001,611.5,631.1,0.00143004,98.004,97.102,1.2,,,,292,57,6,16,1293,36799.4,2
840,0,180,2,3,3,1,1,0.002,1317.1,70157.2,0.81700004,29.001,1433.001,1360.1,,,3.01,122,1,1,10,840,40485.5,5
1280,12,120,14,3,1,1,1,16.862,35768.3,35802.2,0.00040303,2.041,1436.005,2200.2,,,,104,12,2,41,1285,38730.1,1
566,3,155,2,2,1,12,1,,35749.2,35757.5,9.50E-05,0.034,1434.002,,600.3,,,12,1,1,102,566,40099.1,13
91,12,33,14,1,1,1,1,120.004,35783.4,35793.3,0.00011903,0.072,1436.174,3700.2,,,15.02,1,1,1,2,91,40141.3,1
610,8,172,27,1,1,1,1,-97.645,35775.3,35798.2,0.00027304,3.014,1436.105,5960.1,,13000.003,15.03,10,16,3,20,610,33278.5,1
740,0,183,49,3,0,3,3,0.005,1301.3,1324.4,0.00150002,66.005,111.805,553.4,510.2,500.004,5.04,30,2,4,2,740,41240.5,0
1023,7,40,5,2,1,1,1,70.001,35784.1,35788.3,4.74E-05,0.013,1436.063,2500.4,,,5.02,230,6,3,20,1023,36358.4,1
868,3,225,2,5,2,1,3,0.005,20089.4,20276.1,0.00352005,55.004,717.983,2217.1,980.1,1136.001,10.01,3,1,1,47,868,28190.2,6
771,2,193,28,5,1,1,1,113.081,35780.1,35792.3,0.00014202,0.021,1436.103,4450.4,,,,53,2,13,64,771,29349.3,1
626,3,176,2,1,1,1,1,85.002,35776.1,35798.4,0.00026101,0.055,1436.123,2550.1,,4600.002,17.03,12,1,3,27,626,36106.4,1
1344,14,374,15,3,3,1,6,0.003,7079.5,114027.3,0.79900004,38.401,2872.154,3764.4,3233.4,,43871.03,305,39,0,12,1349,25989.3,5
1087,38,275,66,3,0,1,0,0.002,613.4,682.1,0.00492002,97.983,97.682,100.3,,,,248,55,5,11,1087,40016.2,5
243,3,91,2,2,0,9,0,0.004,842.2,855.2,0.00090002,98.791,101.891,1154.3,825.3,900.004,5.03,21,1,4,67,243,29522.2,0
853,0,223,8,3,0,1,0,0.001,583.5,672.3,0.00636003,98.102,97.304,20.3,15.5,20.005,,198,40,3,11,853,35685.2,3
1220,3,317,2,2,0,1,0,0.003,867.5,879.2,0.00082803,98.931,102.412,,,,,278,1,4,47,1225,34903.2,2
156,0,47,2,0,0,4,3,0.002,497.5,801.4,0.02170004,64.782,97.704,1.3,,,,48,1,1,10,156,40968.3,7
317,3,99,2,1,1,1,1,-107.097,35781.2,35794.1,0.00015401,0.014,1436.132,6100.1,,16100.002,15.01,1,1,0,19,317,38551.1,1
979,0,245,2,1,0,1,3,0.001,614.5,658.1,0.00314003,47.004,97.433,172.4,,400.005,5.02,213,1,1,2,979,41179.5,1
1095,0,277,2,2,0,2,3,0.002,1014.1,1099.3,0.00572001,63.403,107.401,6500.4,,,,250,1,4,10,1099,40964.5,0
1095,0,277,2,2,0,2,3,0.005,1014.3,1099.5,0.00572003,63.403,107.403,6500.2,,,,250,1,4,10,1100,40981.4,0
1004,15,253,16,0,0,4,0,0.005,600.2,627.4,0.00193001,98.204,97.001,5.1,,,,137,15,12,69,1004,33493.3,0
1191,0,306,8,2,1,1,1,13.063,35745.2,35826.3,0.00096102,0.065,1436.103,3680.4,1467.5,,,1,1,0,12,1196,28946.5,1
538,0,139,0,1,0,1,3,0.002,394.2,409.2,0.00111005,51.641,92.604,3.1,,,,128,0,15,68,538,40949.1,2
1002,0,251,63,0,0,1,0,0.003,606.1,626.3,0.00143005,97.994,97.034,1.4,,,,219,51,5,11,1002,40042.2,2
973,0,245,2,1,0,1,3,0.003,614.3,657.1,0.00307004,47.002,97.421,172.2,,400.003,5.02,213,1,1,2,973,41187.1,1
199,5,72,3,2,1,1,1,13.205,35780.1,35794.4,0.00016604,0.084,1436.114,2440.1,,3500.002,15.04,30,11,0,12,199,36582.4,1
1225,15,318,71,3,0,1,3,0.003,548.2,558.2,0.00072203,31.403,95.702,1600.1,,500.002,5.05,124,15,20,142,1230,28773.2,5
497,4,145,2,1,0,1,3,0.004,1413.2,1414.3,6.42E-05,52.002,114.103,700.5,,1700.003,15.03,30,14,3,94,497,38043.2,1
1400,12,385,14,0,0,1,0,0.004,619.1,653.4,0.00243001,97.901,97.405,4.1,,,,317,12,11,53,1405,37166.4,5
86,13,31,12,1,1,1,1,-80.998,35786.1,35801.2,0.00017801,0.011,1436.063,2977.5,,4600.005,15.02,35,10,0,19,86,40941.2,1
1117,0,283,2,1,1,1,1,-40.499,35757.3,35816.3,0.00070004,0.132,1436.092,6140.5,,,15.05,10,16,3,20,1122,39172.5,1
396,12,121,14,3,0,3,0,0.004,827.5,828.1,6.96E-05,98.804,101.504,2300.5,,,,106,12,10,85,396,37214.4,0
257,0,92,2,1,0,4,3,0.003,396.1,402.5,0.00044304,51.601,92.545,4.5,,,,82,1,15,68,257,40738.5,0
1248,0,322,9,2,0,6,3,0.005,405.3,580.4,0.01280001,41.034,94.503,300.4,260.1,,,209,8,6,148,1253,32476.2,0
849,3,222,2,2,1,1,1,-15.475,35576.4,35998.3,0.00501004,4.572,1436.104,6804.2,3812.5,,,21,1,1,10,849,40374.5,1
282,0,92,2,1,0,4,0,0.001,500.3,513.2,0.00094503,97.513,94.752,4.2,,,,82,1,6,45,282,41617.3,0
